order,model_2.output1.net.result,prediction,actual,0.657998913,ANN Forecast Value,Train Sets Accuracy (Total=65.80%),prediction,ratio
6689,0.392328073,0,0,1,,,,
6690,0.286275023,0,0,1,,,,
6691,0.805782999,1,1,1,,,,
6692,0.498295126,0,1,0,,,,
6693,0.164328403,0,0,1,,,,
6694,0.381034058,0,1,0,,,,
6695,0.928038782,1,1,1,,,,
6696,0.495930021,0,0,1,,,,
6697,0.620926419,1,0,0,,,,
6698,0.590450819,1,0,0,,,,
6699,0.755715372,1,1,1,,,,
6700,0.390643417,0,1,0,,,,
6701,0.589229358,1,1,1,,,,
6702,0.373321506,0,0,1,,,,
6703,0.193211824,0,0,1,,,,
6704,0.480835512,0,0,1,,,,
6705,0.283633347,0,1,0,,,,
6706,0.32260261,0,1,0,,,,
6707,0.284889721,0,0,1,,,,
6708,0.407630505,0,0,1,,,,
6709,0.279950439,0,1,0,,,,
6710,0.573788221,1,1,1,,,,
6711,0.354234401,0,0,1,,,,
6712,0.758901827,1,1,1,,,,
6713,0.5003905,1,1,1,,,,
6714,0.404496948,0,1,0,,,,
6715,0.37368242,0,1,0,,,,
6716,0.357886095,0,0,1,,,,
6717,0.203135023,0,0,1,,,,
6718,0.404188573,0,0,1,,,,
6719,0.471505623,0,1,0,,,,
6720,0.601625486,1,0,0,,,,
6721,0.707426751,1,1,1,,,,
6722,0.543336279,1,0,0,,,,
6723,0.802425115,1,0,0,,,,
6724,0.319697729,0,0,1,,,,
6725,0.178982936,0,0,1,,,,
6726,0.450332005,0,1,0,,,,
6727,0.822473634,1,0,0,,,,
6728,0.325654783,0,1,0,,,,
6729,0.37931075,0,1,0,,,,
6730,0.528601626,1,0,0,,,,
6731,0.445964069,0,1,0,,,,
6732,0.247195037,0,0,1,,,,
6733,0.423727138,0,1,0,,,,
6734,0.309647789,0,0,1,,,,
6735,0.288705914,0,0,1,,,,
6736,0.328785132,0,1,0,,,,
6737,0.380600641,0,0,1,,,,
6738,0.806566747,1,1,1,,,,
6739,0.410189401,0,0,1,,,,
6740,0.408671976,0,0,1,,,,
6741,0.782127208,1,0,0,,,,
6742,0.43294231,0,1,0,,,,
6743,0.619906725,1,1,1,,,,
6744,0.463336664,0,0,1,,,,
6745,0.667274514,1,1,1,,,,
6746,0.424302081,0,1,0,,,,
6747,0.434921709,0,0,1,,,,
6748,0.435412005,0,1,0,,,,
6749,0.434364203,0,0,1,,,,
6750,0.723042998,1,1,1,,,,
6751,0.686985303,1,1,1,,,,
6752,0.46121672,0,1,0,,,,
6753,0.795351592,1,1,1,,,,
6754,0.730004929,1,1,1,,,,
6755,0.73933556,1,1,1,,,,
6756,0.411500401,0,0,1,,,,
6757,0.408964622,0,0,1,,,,
6758,0.861909787,1,1,1,,,,
6759,0.440023246,0,0,1,,,,
6760,0.25421392,0,0,1,,,,
6761,0.43856331,0,1,0,,,,
6762,0.904513298,1,1,1,,,,
6763,0.413128032,0,1,0,,,,
6764,0.555104565,1,0,0,,,,
6765,0.369358109,0,1,0,,,,
6766,0.42957801,0,0,1,,,,
6767,0.233703452,0,1,0,,,,
6768,0.480541392,0,0,1,,,,
6769,0.189172684,0,0,1,,,,
6770,0.962076971,1,1,1,,,,
6771,0.487224212,0,0,1,,,,
6772,0.395200421,0,0,1,,,,
6773,0.292785154,0,1,0,,,,
6774,0.381221827,0,0,1,,,,
6775,0.457845257,0,1,0,,,,
6776,0.660406126,1,0,0,,,,
6777,0.344277316,0,0,1,,,,
6778,0.319004471,0,0,1,,,,
6779,0.60526582,1,0,0,,,,
6780,0.375687219,0,0,1,,,,
6781,0.340673497,0,1,0,,,,
6782,0.567832164,1,0,0,,,,
6783,0.800301312,1,1,1,,,,
6784,0.286787131,0,0,1,,,,
6785,0.792464035,1,0,0,,,,
6786,0.572076451,1,1,1,,,,
6787,0.656870304,1,1,1,,,,
6788,0.66409471,1,1,1,,,,
6789,0.311511155,0,0,1,,,,
6790,0.475910595,0,0,1,,,,
6791,0.255621499,0,0,1,,,,
6792,0.925287755,1,1,1,,,,
6793,0.789843255,1,1,1,,,,
6794,0.5231952,1,0,0,,,,
6795,0.412693469,0,0,1,,,,
6796,0.374020858,0,0,1,,,,
6797,0.777889487,1,1,1,,,,
6798,0.304366098,0,1,0,,,,
6799,0.652116388,1,0,0,,,,
6800,0.605189371,1,0,0,,,,
6801,0.231112035,0,0,1,,,,
6802,0.70913946,1,1,1,,,,
6803,0.48756519,0,0,1,,,,
6804,0.675257134,1,1,1,,,,
6805,0.784627972,1,1,1,,,,
6806,0.364952598,0,0,1,,,,
6807,0.609100914,1,1,1,,,,
6808,0.335896159,0,0,1,,,,
6809,0.608901341,1,1,1,,,,
6810,0.815207467,1,1,1,,,,
6811,0.2836198,0,1,0,,,,
6812,0.31646268,0,0,1,,,,
6813,0.285642881,0,1,0,,,,
6814,0.203579774,0,0,1,,,,
6815,0.364891263,0,0,1,,,,
6816,0.658147949,1,0,0,,,,
6817,0.363246515,0,0,1,,,,
6818,0.225866019,0,1,0,,,,
6819,0.42835467,0,1,0,,,,
6820,0.564209837,1,1,1,,,,
6821,0.440068617,0,0,1,,,,
6822,0.676187007,1,0,0,,,,
6823,0.422398038,0,0,1,,,,
6824,0.817244816,1,0,0,,,,
6825,0.465007343,0,0,1,,,,
6826,0.338490192,0,0,1,,,,
6827,0.346703071,0,1,0,,,,
6828,0.384275657,0,1,0,,,,
6829,0.897208039,1,1,1,,,,
6830,0.911006312,1,1,1,,,,
6831,0.290101713,0,1,0,,,,
6832,0.409163235,0,0,1,,,,
6833,0.773639131,1,0,0,,,,
6834,0.71785382,1,0,0,,,,
6835,0.260709983,0,0,1,,,,
6836,0.381374843,0,1,0,,,,
6837,0.492213427,0,0,1,,,,
6838,0.291068955,0,0,1,,,,
6839,0.566238166,1,1,1,,,,
6840,0.600516551,1,1,1,,,,
6841,0.307723774,0,1,0,,,,
6842,0.418071347,0,0,1,,,,
6843,0.330065077,0,0,1,,,,
6844,0.361631706,0,0,1,,,,
6845,0.475082555,0,0,1,,,,
6846,0.236354426,0,1,0,,,,
6847,0.360663346,0,0,1,,,,
6848,0.716177114,1,1,1,,,,
6849,0.475502042,0,0,1,,,,
6850,0.569155095,1,0,0,,,,
6851,0.762251399,1,1,1,,,,
6852,0.561044599,1,1,1,,,,
6853,0.865436207,1,1,1,,,,
6854,0.453962741,0,1,0,,,,
6855,0.384267209,0,0,1,,,,
6856,0.350833644,0,0,1,,,,
6857,0.33218538,0,0,1,,,,
6858,0.569690021,1,1,1,,,,
6859,0.456619797,0,0,1,,,,
6860,0.293165595,0,1,0,,,,
6861,0.362432862,0,1,0,,,,
6862,0.361401405,0,1,0,,,,
6863,0.520639694,1,0,0,,,,
6864,0.53362516,1,0,0,,,,
6865,0.404053385,0,1,0,,,,
6866,0.211179873,0,0,1,,,,
6867,0.613714614,1,1,1,,,,
6868,0.795937982,1,1,1,,,,
6869,0.641564185,1,1,1,,,,
6870,0.252064747,0,0,1,,,,
6871,0.409820681,0,1,0,,,,
6872,0.507900835,1,0,0,,,,
6873,0.423904929,0,0,1,,,,
6874,0.563793227,1,1,1,,,,
6875,0.4895484,0,0,1,,,,
6876,0.380376553,0,1,0,,,,
6877,0.425037632,0,0,1,,,,
6878,0.411034638,0,0,1,,,,
6879,0.529612541,1,1,1,,,,
6880,0.852483405,1,0,0,,,,
6881,0.911223019,1,0,0,,,,
6882,0.425563233,0,1,0,,,,
6883,0.602616957,1,1,1,,,,
6884,0.523454157,1,1,1,,,,
6885,0.594967288,1,1,1,,,,
6886,0.285218664,0,0,1,,,,
6887,0.760071385,1,1,1,,,,
6888,0.448187673,0,0,1,,,,
6889,0.536011035,1,0,0,,,,
6890,0.378432014,0,1,0,,,,
6891,0.548641328,1,1,1,,,,
6892,0.474024833,0,0,1,,,,
6893,0.457996274,0,0,1,,,,
6894,0.810590959,1,1,1,,,,
6895,0.744496821,1,1,1,,,,
6896,0.585584256,1,1,1,,,,
6897,0.355062008,0,0,1,,,,
6898,0.283826344,0,0,1,,,,
6899,0.701015572,1,1,1,,,,
6900,0.344327335,0,0,1,,,,
6901,0.772194204,1,1,1,,,,
6902,0.244984443,0,1,0,,,,
6903,0.791264807,1,0,0,,,,
6904,0.734877039,1,1,1,,,,
6905,0.199181108,0,0,1,,,,
6906,0.321429192,0,0,1,,,,
6907,0.480180129,0,0,1,,,,
6908,0.505577033,1,0,0,,,,
6909,0.746814955,1,0,0,,,,
6910,0.75528242,1,1,1,,,,
6911,0.333432628,0,0,1,,,,
6912,0.376334942,0,1,0,,,,
6913,0.575265346,1,0,0,,,,
6914,0.467129815,0,0,1,,,,
6915,0.188375012,0,0,1,,,,
6916,0.485517862,0,1,0,,,,
6917,0.366946808,0,1,0,,,,
6918,0.612095469,1,1,1,,,,
6919,0.498920139,0,0,1,,,,
6920,0.381815528,0,0,1,,,,
6921,0.449541669,0,0,1,,,,
6922,0.511481755,1,1,1,,,,
6923,0.300447749,0,0,1,,,,
6924,0.309736122,0,0,1,,,,
6925,0.834801387,1,1,1,,,,
6926,0.558536739,1,1,1,,,,
6927,0.494723303,0,0,1,,,,
6928,0.817705894,1,1,1,,,,
6929,0.430390372,0,0,1,,,,
6930,0.860116301,1,1,1,,,,
6931,0.766927972,1,1,1,,,,
6932,0.530458639,1,1,1,,,,
6933,0.450429165,0,0,1,,,,
6934,0.474835943,0,1,0,,,,
6935,0.357723998,0,0,1,,,,
6936,0.742805663,1,1,1,,,,
6937,0.278386178,0,0,1,,,,
6938,0.303185064,0,0,1,,,,
6939,0.509975631,1,1,1,,,,
6940,0.405494905,0,1,0,,,,
6941,0.678570504,1,1,1,,,,
6942,0.364486897,0,1,0,,,,
6943,0.566803671,1,1,1,,,,
6944,0.92836413,1,1,1,,,,
6945,0.62037456,1,1,1,,,,
6946,0.501653359,1,0,0,,,,
6947,0.431589424,0,0,1,,,,
6948,0.805241097,1,1,1,,,,
6949,0.602852365,1,0,0,,,,
6950,0.600432799,1,1,1,,,,
6951,0.279734301,0,0,1,,,,
6952,0.286428868,0,0,1,,,,
6953,0.562394193,1,1,1,,,,
6954,0.595733116,1,0,0,,,,
6955,0.383769746,0,0,1,,,,
6956,0.192066472,0,0,1,,,,
6957,0.829168377,1,1,1,,,,
6958,0.73555504,1,1,1,,,,
6959,0.392053302,0,1,0,,,,
6960,0.749317786,1,0,0,,,,
6961,0.547549676,1,0,0,,,,
6962,0.615389628,1,1,1,,,,
6963,0.64401684,1,1,1,,,,
6964,0.380349527,0,1,0,,,,
6965,0.895617346,1,1,1,,,,
6966,0.770857852,1,1,1,,,,
6967,0.497200006,0,1,0,,,,
6968,0.600883334,1,1,1,,,,
6969,0.582713892,1,1,1,,,,
6970,0.448232812,0,0,1,,,,
6971,0.19719661,0,0,1,,,,
6972,0.315387536,0,0,1,,,,
6973,0.562413235,1,0,0,,,,
6974,0.208485775,0,0,1,,,,
6975,0.393810713,0,1,0,,,,
6976,0.90584694,1,1,1,,,,
6977,0.260077886,0,0,1,,,,
6978,0.307550433,0,0,1,,,,
6979,0.585242167,1,1,1,,,,
6980,0.211711255,0,0,1,,,,
6981,0.657602614,1,1,1,,,,
6982,0.266373541,0,0,1,,,,
6983,0.546318305,1,0,0,,,,
6984,0.501020145,1,1,1,,,,
6985,0.576497179,1,0,0,,,,
6986,0.233285574,0,0,1,,,,
6987,0.40049853,0,0,1,,,,
6988,0.457231644,0,0,1,,,,
6989,0.402557796,0,1,0,,,,
6990,0.25408825,0,0,1,,,,
6991,0.391024268,0,1,0,,,,
6992,0.527146531,1,1,1,,,,
6993,0.529407428,1,0,0,,,,
6994,0.835056647,1,1,1,,,,
6995,0.265524174,0,0,1,,,,
6996,0.823131828,1,1,1,,,,
6997,0.430831634,0,1,0,,,,
6998,0.209123077,0,1,0,,,,
6999,0.509944951,1,0,0,,,,
7000,0.685672399,1,1,1,,,,
7001,0.602744614,1,0,0,,,,
7002,0.40555817,0,0,1,,,,
7003,0.269930945,0,0,1,,,,
7004,0.803829778,1,0,0,,,,
7005,0.606162652,1,1,1,,,,
7006,0.568330682,1,1,1,,,,
7007,0.603523432,1,1,1,,,,
7008,0.873676675,1,1,1,,,,
7009,0.757411036,1,0,0,,,,
7010,0.680463802,1,1,1,,,,
7011,0.770230032,1,1,1,,,,
7012,0.348976512,0,0,1,,,,
7013,0.289473702,0,1,0,,,,
7014,0.706631279,1,1,1,,,,
7015,0.402278569,0,1,0,,,,
7016,0.57804891,1,1,1,,,,
7017,0.948431794,1,1,1,,,,
7018,0.290538317,0,0,1,,,,
7019,0.859596772,1,1,1,,,,
7020,0.475952945,0,0,1,,,,
7021,0.364065443,0,0,1,,,,
7022,0.660394841,1,0,0,,,,
7023,0.409432351,0,1,0,,,,
7024,0.265475562,0,0,1,,,,
7025,0.503587267,1,1,1,,,,
7026,0.359918753,0,0,1,,,,
7027,0.524216813,1,1,1,,,,
7028,0.675929253,1,1,1,,,,
7029,0.581255795,1,1,1,,,,
7030,0.357962477,0,1,0,,,,
7031,0.106229611,0,1,0,,,,
7032,0.575090266,1,1,1,,,,
7033,0.459487166,0,0,1,,,,
7034,0.352076276,0,0,1,,,,
7035,0.604996075,1,0,0,,,,
7036,0.30094143,0,0,1,,,,
7037,0.275705394,0,1,0,,,,
7038,0.267958983,0,0,1,,,,
7039,0.506178784,1,1,1,,,,
7040,0.655180941,1,1,1,,,,
7041,0.37581494,0,1,0,,,,
7042,0.866559427,1,0,0,,,,
7043,0.382572532,0,1,0,,,,
7044,0.576873844,1,1,1,,,,
7045,0.437116643,0,1,0,,,,
7046,0.387991833,0,0,1,,,,
7047,0.588053498,1,1,1,,,,
7048,0.394037527,0,0,1,,,,
7049,0.376309609,0,0,1,,,,
7050,0.450999797,0,1,0,,,,
7051,0.483073289,0,1,0,,,,
7052,0.634895138,1,0,0,,,,
7053,0.312730674,0,0,1,,,,
7054,0.293609301,0,0,1,,,,
7055,0.360127133,0,0,1,,,,
7056,0.391178196,0,1,0,,,,
7057,0.34549173,0,0,1,,,,
7058,0.446098896,0,1,0,,,,
7059,0.870400017,1,1,1,,,,
7060,0.758377664,1,1,1,,,,
7061,0.349102566,0,0,1,,,,
7062,0.668228953,1,1,1,,,,
7063,0.564339583,1,0,0,,,,
7064,0.368939808,0,0,1,,,,
7065,0.454008915,0,0,1,,,,
7066,0.393034488,0,0,1,,,,
7067,0.501833943,1,0,0,,,,
7068,0.430499255,0,0,1,,,,
7069,0.372627886,0,0,1,,,,
7070,0.428630742,0,0,1,,,,
7071,0.264970785,0,1,0,,,,
7072,0.362407269,0,1,0,,,,
7073,0.394792314,0,0,1,,,,
7074,0.596320195,1,0,0,,,,
7075,0.899792666,1,1,1,,,,
7076,0.725515792,1,0,0,,,,
7077,0.692290112,1,0,0,,,,
7078,0.329111389,0,0,1,,,,
7079,0.417116395,0,0,1,,,,
7080,0.300002999,0,1,0,,,,
7081,0.637153534,1,0,0,,,,
7082,0.57873055,1,0,0,,,,
7083,0.365890254,0,0,1,,,,
7084,0.515025795,1,1,1,,,,
7085,0.539554772,1,1,1,,,,
7086,0.383428664,0,1,0,,,,
7087,0.38301662,0,1,0,,,,
7088,0.794108228,1,1,1,,,,
7089,0.634064622,1,0,0,,,,
7090,0.14874202,0,0,1,,,,
7091,0.428665738,0,0,1,,,,
7092,0.381129373,0,0,1,,,,
7093,0.709240769,1,1,1,,,,
7094,0.469834235,0,0,1,,,,
7095,0.573228307,1,1,1,,,,
7096,0.278147506,0,0,1,,,,
7097,0.362358407,0,0,1,,,,
7098,0.396167052,0,0,1,,,,
7099,0.688855594,1,1,1,,,,
7100,0.340563305,0,0,1,,,,
7101,0.290410318,0,0,1,,,,
7102,0.356997755,0,0,1,,,,
7103,0.861184747,1,1,1,,,,
7104,0.783001257,1,0,0,,,,
7105,0.549727657,1,1,1,,,,
7106,0.539305577,1,0,0,,,,
7107,0.418653254,0,0,1,,,,
7108,0.288264552,0,0,1,,,,
7109,0.877677347,1,1,1,,,,
7110,0.274446347,0,0,1,,,,
7111,0.659415812,1,1,1,,,,
7112,0.204168184,0,0,1,,,,
7113,0.537942875,1,1,1,,,,
7114,0.357085797,0,0,1,,,,
7115,0.332002754,0,0,1,,,,
7116,0.480354683,0,0,1,,,,
7117,0.772475034,1,1,1,,,,
7118,0.289851916,0,0,1,,,,
7119,0.367804614,0,0,1,,,,
7120,0.369907452,0,1,0,,,,
7121,0.525221974,1,1,1,,,,
7122,0.389843895,0,1,0,,,,
7123,0.425642096,0,0,1,,,,
7124,0.41220991,0,0,1,,,,
7125,0.435489401,0,0,1,,,,
7126,0.582778264,1,0,0,,,,
7127,0.49040431,0,1,0,,,,
7128,0.452822445,0,0,1,,,,
7129,0.701318204,1,1,1,,,,
7130,0.451964255,0,1,0,,,,
7131,0.50675572,1,0,0,,,,
7132,0.441508044,0,1,0,,,,
7133,0.559089114,1,0,0,,,,
7134,0.162266903,0,1,0,,,,
7135,0.307358234,0,0,1,,,,
7136,0.819331883,1,1,1,,,,
7137,0.256968404,0,1,0,,,,
7138,0.52679809,1,0,0,,,,
7139,0.634237928,1,1,1,,,,
7140,0.469294019,0,0,1,,,,
7141,0.218710754,0,0,1,,,,
7142,0.660790221,1,1,1,,,,
7143,0.390915434,0,1,0,,,,
7144,0.41095658,0,0,1,,,,
7145,0.272871274,0,0,1,,,,
7146,0.417543428,0,0,1,,,,
7147,0.357624376,0,0,1,,,,
7148,0.245602892,0,1,0,,,,
7149,0.617779174,1,1,1,,,,
7150,0.739134789,1,1,1,,,,
7151,0.370473349,0,0,1,,,,
7152,0.394364945,0,1,0,,,,
7153,0.683057154,1,0,0,,,,
7154,0.185062525,0,0,1,,,,
7155,0.410885189,0,0,1,,,,
7156,0.806613412,1,1,1,,,,
7157,0.404945201,0,0,1,,,,
7158,0.463917152,0,1,0,,,,
7159,0.399112089,0,1,0,,,,
7160,0.686425264,1,1,1,,,,
7161,0.30543437,0,0,1,,,,
7162,0.626654744,1,0,0,,,,
7163,0.224408635,0,0,1,,,,
7164,0.396041483,0,1,0,,,,
7165,0.526041093,1,1,1,,,,
7166,0.747148289,1,1,1,,,,
7167,0.546537152,1,0,0,,,,
7168,0.306688636,0,1,0,,,,
7169,0.511226593,1,0,0,,,,
7170,0.711355164,1,1,1,,,,
7171,0.56329532,1,1,1,,,,
7172,0.63735526,1,1,1,,,,
7173,0.567893459,1,0,0,,,,
7174,0.412062836,0,0,1,,,,
7175,0.527139581,1,0,0,,,,
7176,0.246434234,0,1,0,,,,
7177,0.544973164,1,0,0,,,,
7178,0.378400136,0,0,1,,,,
7179,0.38366061,0,1,0,,,,
7180,0.661944372,1,1,1,,,,
7181,0.39840863,0,0,1,,,,
7182,0.683429034,1,1,1,,,,
7183,0.449245407,0,0,1,,,,
7184,0.621326799,1,0,0,,,,
7185,0.420732247,0,1,0,,,,
7186,0.347638715,0,0,1,,,,
7187,0.423694542,0,0,1,,,,
7188,0.791783837,1,1,1,,,,
7189,0.366714951,0,0,1,,,,
7190,0.428925064,0,1,0,,,,
7191,0.598003154,1,1,1,,,,
7192,0.669130635,1,1,1,,,,
7193,0.393976016,0,0,1,,,,
7194,0.469351299,0,1,0,,,,
7195,0.237244992,0,0,1,,,,
7196,0.396014187,0,1,0,,,,
7197,0.352706902,0,0,1,,,,
7198,0.790597895,1,1,1,,,,
7199,0.307636343,0,1,0,,,,
7200,0.367039883,0,0,1,,,,
7201,0.529005821,1,1,1,,,,
7202,0.274152877,0,0,1,,,,
7203,0.612455324,1,1,1,,,,
7204,0.762138442,1,1,1,,,,
7205,0.371955826,0,0,1,,,,
7206,0.435785048,0,0,1,,,,
7207,0.595824001,1,1,1,,,,
7208,0.722595583,1,1,1,,,,
7209,0.34484646,0,0,1,,,,
7210,0.426941533,0,0,1,,,,
7211,0.428453597,0,0,1,,,,
7212,0.417301243,0,1,0,,,,
7213,0.272147962,0,0,1,,,,
7214,0.397307671,0,0,1,,,,
7215,0.515649869,1,1,1,,,,
7216,0.424597386,0,1,0,,,,
7217,0.555190332,1,1,1,,,,
7218,0.314695363,0,0,1,,,,
7219,0.432183257,0,0,1,,,,
7220,0.870172384,1,1,1,,,,
7221,0.513326767,1,0,0,,,,
7222,0.242282011,0,1,0,,,,
7223,0.490007067,0,1,0,,,,
7224,0.51946597,1,1,1,,,,
7225,0.643039174,1,1,1,,,,
7226,0.185409512,0,0,1,,,,
7227,0.316768615,0,0,1,,,,
7228,0.476964486,0,0,1,,,,
7229,0.612122616,1,1,1,,,,
7230,0.689448531,1,1,1,,,,
7231,0.677640758,1,1,1,,,,
7232,0.632175405,1,1,1,,,,
7233,0.58097278,1,0,0,,,,
7234,0.358976421,0,0,1,,,,
7235,0.298027647,0,0,1,,,,
7236,0.669219575,1,0,0,,,,
7237,0.567128781,1,0,0,,,,
7238,0.257799529,0,0,1,,,,
7239,0.883808014,1,1,1,,,,
7240,0.338527323,0,1,0,,,,
7241,0.404799097,0,0,1,,,,
7242,0.460702548,0,1,0,,,,
7243,0.354838719,0,0,1,,,,
7244,0.446139714,0,0,1,,,,
7245,0.240990415,0,0,1,,,,
7246,0.446829,0,1,0,,,,
7247,0.780100434,1,0,0,,,,
7248,0.511647986,1,0,0,,,,
7249,0.594647531,1,1,1,,,,
7250,0.372318692,0,0,1,,,,
7251,0.558136232,1,0,0,,,,
7252,0.835968398,1,0,0,,,,
7253,0.497766879,0,0,1,,,,
7254,0.506903608,1,0,0,,,,
7255,0.690589896,1,1,1,,,,
7256,0.50523876,1,0,0,,,,
7257,0.866442385,1,1,1,,,,
7258,0.36003362,0,0,1,,,,
7259,0.286228857,0,0,1,,,,
7260,0.946623593,1,1,1,,,,
7261,0.340541248,0,0,1,,,,
7262,0.662869965,1,0,0,,,,
7263,0.388538833,0,0,1,,,,
7264,0.313845151,0,0,1,,,,
7265,0.33135343,0,0,1,,,,
7266,0.697151,1,0,0,,,,
7267,0.956728372,1,1,1,,,,
7268,0.378037337,0,0,1,,,,
7269,0.406332653,0,0,1,,,,
7270,0.78335906,1,1,1,,,,
7271,0.623665969,1,1,1,,,,
7272,0.561563059,1,1,1,,,,
7273,0.4570773,0,1,0,,,,
7274,0.350511743,0,0,1,,,,
7275,0.430236594,0,0,1,,,,
7276,0.548513144,1,1,1,,,,
7277,0.330161604,0,0,1,,,,
7278,0.868398223,1,1,1,,,,
7279,0.362555881,0,1,0,,,,
7280,0.771397049,1,1,1,,,,
7281,0.270530787,0,0,1,,,,
7282,0.576283742,1,0,0,,,,
7283,0.419411391,0,0,1,,,,
7284,0.357941449,0,1,0,,,,
7285,0.348456459,0,1,0,,,,
7286,0.164745878,0,0,1,,,,
7287,0.38566405,0,0,1,,,,
7288,0.34082519,0,0,1,,,,
7289,0.349841228,0,0,1,,,,
7290,0.724754073,1,1,1,,,,
7291,0.75741271,1,1,1,,,,
7292,0.371391806,0,0,1,,,,
7293,0.670270596,1,1,1,,,,
7294,0.581068499,1,0,0,,,,
7295,0.626898498,1,0,0,,,,
7296,0.716255914,1,0,0,,,,
7297,0.601005498,1,1,1,,,,
7298,0.80460259,1,0,0,,,,
7299,0.334126532,0,0,1,,,,
7300,0.613557696,1,1,1,,,,
7301,0.78601703,1,1,1,,,,
7302,0.507533574,1,1,1,,,,
7303,0.810929849,1,1,1,,,,
7304,0.404068114,0,1,0,,,,
7305,0.378821276,0,1,0,,,,
7306,0.384226712,0,1,0,,,,
7307,0.385241055,0,0,1,,,,
7308,0.347277921,0,0,1,,,,
7309,0.58294205,1,1,1,,,,
7310,0.87754988,1,1,1,,,,
7311,0.340402391,0,0,1,,,,
7312,0.3800132,0,0,1,,,,
7313,0.634828552,1,1,1,,,,
7314,0.503833931,1,1,1,,,,
7315,0.405750205,0,0,1,,,,
7316,0.522809604,1,1,1,,,,
7317,0.489487411,0,0,1,,,,
7318,0.594675503,1,0,0,,,,
7319,0.794199145,1,1,1,,,,
7320,0.609967014,1,0,0,,,,
7321,0.537871096,1,1,1,,,,
7322,0.53417392,1,0,0,,,,
7323,0.852415534,1,1,1,,,,
7324,0.259724168,0,0,1,,,,
7325,0.404710839,0,0,1,,,,
7326,0.2440524,0,1,0,,,,
7327,0.26059019,0,0,1,,,,
7328,0.129357991,0,0,1,,,,
7329,0.671565386,1,1,1,,,,
7330,0.6964039,1,1,1,,,,
7331,0.193153406,0,0,1,,,,
7332,0.535291331,1,0,0,,,,
7333,0.733491145,1,1,1,,,,
7334,0.517670399,1,1,1,,,,
7335,0.242674803,0,1,0,,,,
7336,0.458676926,0,1,0,,,,
7337,0.400441993,0,1,0,,,,
7338,0.377646618,0,1,0,,,,
7339,0.665720712,1,1,1,,,,
7340,0.243799474,0,0,1,,,,
7341,0.866608972,1,1,1,,,,
7342,0.491224794,0,1,0,,,,
7343,0.801053353,1,1,1,,,,
7344,0.637892004,1,0,0,,,,
7345,0.375978266,0,1,0,,,,
7346,0.527211219,1,0,0,,,,
7347,0.691037705,1,1,1,,,,
7348,0.355558671,0,1,0,,,,
7349,0.422736976,0,1,0,,,,
7350,0.330505409,0,1,0,,,,
7351,0.581670816,1,1,1,,,,
7352,0.444937734,0,0,1,,,,
7353,0.101247806,0,1,0,,,,
7354,0.897605428,1,1,1,,,,
7355,0.74436281,1,1,1,,,,
7356,0.911924854,1,1,1,,,,
7357,0.398759258,0,1,0,,,,
7358,0.800168374,1,1,1,,,,
7359,0.382409173,0,0,1,,,,
7360,0.322119737,0,1,0,,,,
7361,0.443300918,0,0,1,,,,
7362,0.337642136,0,0,1,,,,
7363,0.476939061,0,0,1,,,,
7364,0.512040028,1,1,1,,,,
7365,0.2736569,0,0,1,,,,
7366,0.445385658,0,0,1,,,,
7367,0.573991735,1,0,0,,,,
7368,0.541499098,1,1,1,,,,
7369,0.6688705,1,1,1,,,,
7370,0.526932344,1,1,1,,,,
7371,0.488755193,0,0,1,,,,
7372,0.385388718,0,0,1,,,,
7373,0.336738429,0,0,1,,,,
7374,0.579982569,1,1,1,,,,
7375,0.858787465,1,1,1,,,,
7376,0.460063153,0,1,0,,,,
7377,0.405800393,0,0,1,,,,
7378,0.764347749,1,1,1,,,,
7379,0.503094087,1,1,1,,,,
7380,0.315734133,0,0,1,,,,
7381,0.555580394,1,1,1,,,,
7382,0.830392789,1,0,0,,,,
7383,0.199904177,0,0,1,,,,
7384,0.71428579,1,1,1,,,,
7385,0.82585834,1,1,1,,,,
7386,0.566446536,1,1,1,,,,
7387,0.560763443,1,1,1,,,,
7388,0.365623426,0,1,0,,,,
7389,0.572114157,1,0,0,,,,
7390,0.388191393,0,0,1,,,,
7391,0.528311044,1,1,1,,,,
7392,0.266680284,0,0,1,,,,
7393,0.360576726,0,1,0,,,,
7394,0.210493053,0,0,1,,,,
7395,0.608059497,1,1,1,,,,
7396,0.397385109,0,1,0,,,,
7397,0.304601696,0,0,1,,,,
7398,0.44052865,0,0,1,,,,
7399,0.354371831,0,1,0,,,,
7400,0.249529431,0,0,1,,,,
7401,0.428443045,0,1,0,,,,
7402,0.404095073,0,0,1,,,,
7403,0.654721281,1,0,0,,,,
7404,0.71590632,1,1,1,,,,
7405,0.21181367,0,1,0,,,,
7406,0.385909085,0,1,0,,,,
7407,0.237600618,0,1,0,,,,
7408,0.86627973,1,1,1,,,,
7409,0.373173098,0,0,1,,,,
7410,0.246863688,0,0,1,,,,
7411,0.299198575,0,0,1,,,,
7412,0.614842946,1,1,1,,,,
7413,0.310898327,0,1,0,,,,
7414,0.373672292,0,0,1,,,,
7415,0.357249815,0,0,1,,,,
7416,0.438464749,0,1,0,,,,
7417,0.66821042,1,1,1,,,,
7418,0.517964603,1,1,1,,,,
7419,0.385188734,0,1,0,,,,
7420,0.359069175,0,0,1,,,,
7421,0.408830856,0,1,0,,,,
