,model_2.output2.net.result,prediction,,,,,,,model_2.output2.net.result,prediction
28473,0.240582766,0,,,,,,28473,0.478830364,0
28474,0.670326856,1,,,,,,28474,0.596223347,1
28475,0.683906214,1,,,,,,28475,0.553677762,1
28476,0.605792472,1,,,,,,28476,0.514745384,1
28477,0.456503714,0,,,,,,28477,0.576581538,1
28478,0.833783007,1,,,,,,28478,0.486136916,0
28479,0.382428223,0,,,,,,28479,0.476890206,0
28480,0.340686465,0,,,,,,28480,0.483376272,0
28481,0.330349235,0,,,,,,28481,0.478518433,0
28482,0.650604533,1,,,,,,28482,0.469640702,0
28483,0.416424796,0,,,,,,28483,0.596223347,1
28484,0.641673888,1,,,,,,28484,0.467086905,0
28485,0.89057739,1,,,,,,28485,0.60577413,1
28486,0.314118095,0,,,,,,28486,0.514915742,1
28487,0.558944613,1,,,,,,28487,0.484394106,0
28488,0.681537881,1,,,,,,28488,0.497253242,0
28489,0.59010499,1,,,,,,28489,0.497253242,0
28490,0.900446383,1,,,,,,28490,0.579894496,1
28491,0.250600158,0,,,,,,28491,0.648957723,1
28492,0.732436653,1,,,,,,28492,0.497253242,0
28493,0.408374793,0,,,,,,28493,0.445332448,0
28494,0.671225577,1,,,,,,28494,0.475395286,0
28495,0.73375732,1,,,,,,28495,0.563404055,1
28496,0.378158734,0,,,,,,28496,0.472035653,0
28497,0.452212871,0,,,,,,28497,0.349411485,0
28498,0.375621819,0,,,,,,28498,0.411864997,0
28499,0.629149509,1,,,,,,28499,0.47783736,0
28500,0.556273635,1,,,,,,28500,0.478670023,0
28501,0.557650627,1,,,,,,28501,0.596223347,1
28502,0.198239283,0,,,,,,28502,0.434870625,0
28503,0.456321809,0,,,,,,28503,0.596223347,1
28504,0.389975409,0,,,,,,28504,0.470458849,0
28505,0.424469016,0,,,,,,28505,0.53321226,1
28506,0.224301225,0,,,,,,28506,0.478926466,0
28507,0.367841125,0,,,,,,28507,0.327259981,0
28508,0.373149458,0,,,,,,28508,0.386054117,0
28509,0.425863175,0,,,,,,28509,0.495741707,0
28510,0.407250163,0,,,,,,28510,0.444603723,0
28511,0.489038947,0,,,,,,28511,0.58858303,1
28512,0.293626104,0,,,,,,28512,0.534282532,1
28513,0.567691737,1,,,,,,28513,0.518072987,1
28514,0.234510772,0,,,,,,28514,0.596223347,1
28515,0.382556806,0,,,,,,28515,0.467086905,0
28516,0.83380996,1,,,,,,28516,0.52866074,1
28517,0.329613594,0,,,,,,28517,0.755882624,1
28518,0.311384133,0,,,,,,28518,0.367980973,0
28519,0.445156359,0,,,,,,28519,0.487900891,0
28520,0.378804277,0,,,,,,28520,0.463389667,0
28521,0.59454666,1,,,,,,28521,0.553449889,1
28522,0.60465152,1,,,,,,28522,0.396663469,0
28523,0.627806466,1,,,,,,28523,0.496992122,0
28524,0.588492222,1,,,,,,28524,0.478649054,0
28525,0.26241924,0,,,,,,28525,0.328354344,0
28526,0.094542962,0,,,,,,28526,0.452669337,0
28527,0.352523857,0,,,,,,28527,0.273964861,0
28528,0.455579635,0,,,,,,28528,0.497253242,0
28529,0.41910506,0,,,,,,28529,0.536634401,1
28530,0.814944086,1,,,,,,28530,0.471975616,0
28531,0.694662072,1,,,,,,28531,0.561999297,1
28532,0.47484871,0,,,,,,28532,0.592785971,1
28533,0.793722585,1,,,,,,28533,0.497253242,0
28534,0.685171581,1,,,,,,28534,0.498460149,0
28535,0.853688561,1,,,,,,28535,0.424559503,0
28536,0.30312573,0,,,,,,28536,0.480484446,0
28537,0.732407497,1,,,,,,28537,0.596223347,1
28538,0.340229859,0,,,,,,28538,0.535408498,1
28539,0.127609774,0,,,,,,28539,0.494496189,0
28540,0.454397072,0,,,,,,28540,0.304868682,0
28541,0.476123974,0,,,,,,28541,0.440744378,0
28542,0.303967249,0,,,,,,28542,0.596223347,1
28543,0.559819411,1,,,,,,28543,0.487746201,0
28544,0.860052692,1,,,,,,28544,0.501558609,1
28545,0.502216363,1,,,,,,28545,0.551722659,1
28546,0.182065602,0,,,,,,28546,0.583831069,1
28547,0.397274941,0,,,,,,28547,0.463172198,0
28548,0.686604838,1,,,,,,28548,0.467542893,0
28549,0.35379431,0,,,,,,28549,0.467086905,0
28550,0.369547656,0,,,,,,28550,0.454780577,0
28551,0.402879383,0,,,,,,28551,0.398471837,0
28552,0.488092161,0,,,,,,28552,0.508589847,1
28553,0.560763131,1,,,,,,28553,0.438105264,0
28554,0.467865781,0,,,,,,28554,0.472001991,0
28555,0.349006274,0,,,,,,28555,0.468640499,0
28556,0.533877469,1,,,,,,28556,0.596223347,1
28557,0.504395291,1,,,,,,28557,0.465027925,0
28558,0.707811867,1,,,,,,28558,0.476800103,0
28559,0.310116272,0,,,,,,28559,0.398539335,0
28560,0.358317197,0,,,,,,28560,0.432218586,0
28561,0.468417722,0,,,,,,28561,0.445126282,0
28562,0.470856995,0,,,,,,28562,0.499177071,0
28563,0.942773438,1,,,,,,28563,0.494097967,0
28564,0.738518554,1,,,,,,28564,0.543920714,1
28565,0.43396726,0,,,,,,28565,0.493736525,0
28566,0.514976961,1,,,,,,28566,0.394155322,0
28567,0.499186516,0,,,,,,28567,0.424987516,0
28568,0.462464051,0,,,,,,28568,0.689989688,1
28569,0.29844652,0,,,,,,28569,0.596223347,1
28570,0.851643526,1,,,,,,28570,0.521603363,1
28571,0.453522393,0,,,,,,28571,0.596223347,1
28572,0.417577059,0,,,,,,28572,0.517598363,1
28573,0.189638627,0,,,,,,28573,0.573157281,1
28574,0.315113251,0,,,,,,28574,0.454784128,0
28575,0.841350352,1,,,,,,28575,0.320226218,0
28576,0.500372151,1,,,,,,28576,0.575014525,1
28577,0.610302942,1,,,,,,28577,0.42506176,0
28578,0.506930201,1,,,,,,28578,0.444241334,0
28579,0.162047775,0,,,,,,28579,0.306867096,0
28580,0.393484973,0,,,,,,28580,0.556697757,1
28581,0.270837154,0,,,,,,28581,0.413576923,0
28582,0.485352008,0,,,,,,28582,0.403136884,0
28583,0.560126125,1,,,,,,28583,0.47783736,0
28584,0.804525958,1,,,,,,28584,0.596223347,1
28585,0.455064931,0,,,,,,28585,0.646912642,1
28586,0.829833361,1,,,,,,28586,0.596223347,1
28587,0.186224714,0,,,,,,28587,0.327145774,0
28588,0.466280958,0,,,,,,28588,0.41418582,0
28589,0.335157145,0,,,,,,28589,0.497253242,0
28590,0.82726232,1,,,,,,28590,0.464881119,0
28591,0.241531322,0,,,,,,28591,0.507316842,1
28592,0.857519149,1,,,,,,28592,0.596223347,1
28593,0.342040246,0,,,,,,28593,0.468230032,0
28594,0.818395481,1,,,,,,28594,0.497253242,0
28595,0.275327046,0,,,,,,28595,0.418930353,0
28596,0.395474853,0,,,,,,28596,0.332746221,0
28597,0.51439414,1,,,,,,28597,0.447712984,0
28598,0.692066302,1,,,,,,28598,0.596223347,1
28599,0.597127619,1,,,,,,28599,0.503016956,1
28600,0.658224128,1,,,,,,28600,0.545688422,1
28601,0.165560524,0,,,,,,28601,0.453579741,0
28602,0.815386202,1,,,,,,28602,0.522722632,1
28603,0.346743677,0,,,,,,28603,0.573184512,1
28604,0.341943616,0,,,,,,28604,0.497253242,0
28605,0.357843796,0,,,,,,28605,0.586874278,1
28606,0.656615415,1,,,,,,28606,0.544779423,1
28607,0.374389597,0,,,,,,28607,0.497253242,0
28608,0.966311651,1,,,,,,28608,0.596223347,1
28609,0.466607882,0,,,,,,28609,0.402824165,0
28610,0.647008749,1,,,,,,28610,0.557648857,1
28611,0.443434947,0,,,,,,28611,0.331498318,0
28612,0.651136392,1,,,,,,28612,0.487900891,0
28613,0.382004771,0,,,,,,28613,0.436643018,0
28614,0.830676798,1,,,,,,28614,0.470724153,0
28615,0.466902706,0,,,,,,28615,0.467002447,0
28616,0.784841452,1,,,,,,28616,0.596223347,1
28617,0.649418699,1,,,,,,28617,0.596223347,1
28618,0.83485998,1,,,,,,28618,0.632052301,1
28619,0.445852767,0,,,,,,28619,0.323546299,0
28620,0.494517747,0,,,,,,28620,0.641965089,1
28621,0.466442956,0,,,,,,28621,0.567203297,1
28622,0.320686892,0,,,,,,28622,0.527888317,1
28623,0.862386812,1,,,,,,28623,0.596223347,1
28624,0.504894634,1,,,,,,28624,0.600221401,1
28625,0.843474429,1,,,,,,28625,0.596223347,1
28626,0.41410613,0,,,,,,28626,0.497253242,0
28627,0.400837948,0,,,,,,28627,0.510271493,1
28628,0.524846342,1,,,,,,28628,0.466025448,0
28629,0.849935633,1,,,,,,28629,0.596223347,1
28630,0.58870522,1,,,,,,28630,0.596223347,1
28631,0.879632633,1,,,,,,28631,0.456857206,0
28632,0.816805866,1,,,,,,28632,0.596223347,1
28633,0.564689164,1,,,,,,28633,0.563587639,1
28634,0.31057707,0,,,,,,28634,0.467086905,0
28635,0.442591827,0,,,,,,28635,0.497253242,0
28636,0.531910723,1,,,,,,28636,0.319595199,0
28637,0.329469933,0,,,,,,28637,0.410062703,0
28638,0.499659082,0,,,,,,28638,0.418189387,0
28639,0.480627361,0,,,,,,28639,0.554401546,1
28640,0.393559825,0,,,,,,28640,0.684236604,1
28641,0.160685357,0,,,,,,28641,0.418011921,0
28642,0.874061507,1,,,,,,28642,0.484909641,0
28643,0.711738032,1,,,,,,28643,0.428428417,0
28644,0.171359565,0,,,,,,28644,0.596223347,1
28645,0.252266952,0,,,,,,28645,0.596223347,1
28646,0.397502984,0,,,,,,28646,0.467086905,0
28647,0.414788147,0,,,,,,28647,0.596223347,1
28648,0.33087152,0,,,,,,28648,0.467086905,0
28649,0.3921355,0,,,,,,28649,0.483376272,0
28650,0.346351894,0,,,,,,28650,0.565259241,1
28651,0.675779212,1,,,,,,28651,0.500248426,1
28652,0.508280902,1,,,,,,28652,0.424111143,0
28653,0.312467122,0,,,,,,28653,0.497253242,0
28654,0.751332738,1,,,,,,28654,0.482901223,0
28655,0.850384946,1,,,,,,28655,0.351520362,0
28656,0.461830238,0,,,,,,28656,0.596223347,1
28657,0.435236912,0,,,,,,28657,0.596223347,1
28658,0.573515446,1,,,,,,28658,0.57591871,1
28659,0.46055572,0,,,,,,28659,0.543748346,1
28660,0.685565929,1,,,,,,28660,0.45274157,0
28661,0.516429935,1,,,,,,28661,0.436344766,0
28662,0.374266687,0,,,,,,28662,0.470745918,0
28663,0.442198344,0,,,,,,28663,0.512582289,1
28664,0.362343928,0,,,,,,28664,0.315353753,0
28665,0.309255996,0,,,,,,28665,0.360888817,0
28666,0.612049977,1,,,,,,28666,0.484686466,0
28667,0.343374296,0,,,,,,28667,0.326578973,0
28668,0.707609695,1,,,,,,28668,0.444630689,0
28669,0.335992078,0,,,,,,28669,0.538495401,1
28670,0.547260446,1,,,,,,28670,0.448995571,0
28671,0.749489301,1,,,,,,28671,0.596223347,1
28672,0.60648663,1,,,,,,28672,0.43815923,0
28673,0.392424547,0,,,,,,28673,0.533538962,1
28674,0.698089228,1,,,,,,28674,0.497253242,0
28675,0.535303345,1,,,,,,28675,0.722961564,1
28676,0.36129511,0,,,,,,28676,0.596223347,1
28677,0.832762725,1,,,,,,28677,0.530746864,1
28678,0.331637205,0,,,,,,28678,0.469923363,0
28679,0.792374785,1,,,,,,28679,0.596223347,1
28680,0.359117569,0,,,,,,28680,0.503038761,1
28681,0.507145019,1,,,,,,28681,0.557773251,1
28682,0.192632896,0,,,,,,28682,0.463765562,0
28683,0.900877119,1,,,,,,28683,0.556161576,1
28684,0.495325136,0,,,,,,28684,0.516077123,1
28685,0.177028517,0,,,,,,28685,0.327685902,0
28686,0.337781611,0,,,,,,28686,0.459668646,0
28687,0.304501829,0,,,,,,28687,0.596223347,1
28688,0.323287281,0,,,,,,28688,0.488170222,0
28689,0.365351296,0,,,,,,28689,0.536634401,1
28690,0.287632129,0,,,,,,28690,0.528663214,1
28691,0.858342115,1,,,,,,28691,0.596223347,1
28692,0.430430895,0,,,,,,28692,0.596223347,1
28693,0.752749133,1,,,,,,28693,0.517196885,1
28694,0.512806047,1,,,,,,28694,0.627236306,1
28695,0.460641115,0,,,,,,28695,0.487900891,0
28696,0.501468659,1,,,,,,28696,0.379447474,0
28697,0.310996909,0,,,,,,28697,0.47751092,0
28698,0.659915847,1,,,,,,28698,0.425940722,0
28699,0.743452421,1,,,,,,28699,0.515797829,1
28700,0.340675093,0,,,,,,28700,0.545702363,1
28701,0.533431619,1,,,,,,28701,0.484438942,0
28702,0.36439025,0,,,,,,28702,0.488648939,0
28703,0.804480059,1,,,,,,28703,0.513031821,1
28704,0.379308367,0,,,,,,28704,0.387964995,0
28705,0.593535004,1,,,,,,28705,0.585037006,1
28706,0.585117391,1,,,,,,28706,0.343451018,0
28707,0.257879328,0,,,,,,28707,0.46821424,0
28708,0.494047092,0,,,,,,28708,0.507385935,1
28709,0.827092866,1,,,,,,28709,0.650485998,1
28710,0.635699255,1,,,,,,28710,0.489020497,0
28711,0.834594668,1,,,,,,28711,0.596223347,1
28712,0.412716891,0,,,,,,28712,0.527613564,1
28713,0.393277299,0,,,,,,28713,0.518528833,1
28714,0.455737326,0,,,,,,28714,0.576335137,1
28715,0.49713898,0,,,,,,28715,0.546663191,1
28716,0.597418344,1,,,,,,28716,0.596223347,1
28717,0.207498279,0,,,,,,28717,0.493736525,0
28718,0.809882109,1,,,,,,28718,0.497253242,0
28719,0.294023421,0,,,,,,28719,0.514365071,1
28720,0.308964588,0,,,,,,28720,0.479750791,0
28721,0.553061323,1,,,,,,28721,0.512208647,1
28722,0.375254685,0,,,,,,28722,0.596223347,1
28723,0.390651027,0,,,,,,28723,0.490900125,0
28724,0.491215636,0,,,,,,28724,0.521133355,1
28725,0.373660534,0,,,,,,28725,0.459039477,0
28726,0.53353714,1,,,,,,28726,0.378700759,0
28727,0.721304772,1,,,,,,28727,0.487258295,0
28728,0.408370427,0,,,,,,28728,0.425017204,0
28729,0.608528973,1,,,,,,28729,0.464846766,0
28730,0.626220628,1,,,,,,28730,0.577689134,1
28731,0.380225859,0,,,,,,28731,0.548507611,1
28732,0.478140409,0,,,,,,28732,0.43250305,0
28733,0.491798264,0,,,,,,28733,0.410614427,0
28734,0.301655511,0,,,,,,28734,0.462629215,0
28735,0.495948543,0,,,,,,28735,0.554608927,1
28736,0.766131305,1,,,,,,28736,0.449357356,0
28737,0.551385958,1,,,,,,28737,0.656769042,1
28738,0.735445944,1,,,,,,28738,0.436748102,0
28739,0.473133021,0,,,,,,28739,0.472558014,0
28740,0.439240713,0,,,,,,28740,0.486358888,0
28741,0.510161163,1,,,,,,28741,0.530746864,1
28742,0.429288918,0,,,,,,28742,0.443247071,0
28743,0.411196036,0,,,,,,28743,0.596223347,1
28744,0.229261675,0,,,,,,28744,0.492030765,0
28745,0.330385079,0,,,,,,28745,0.596223347,1
28746,0.395551415,0,,,,,,28746,0.544445294,1
28747,0.721270707,1,,,,,,28747,0.596223347,1
28748,0.238182192,0,,,,,,28748,0.596223347,1
28749,0.156934865,0,,,,,,28749,0.361310445,0
28750,0.303803698,0,,,,,,28750,0.596223347,1
28751,0.51540742,1,,,,,,28751,0.582527603,1
28752,0.521787361,1,,,,,,28752,0.507537473,1
28753,0.137201182,0,,,,,,28753,0.407506525,0
28754,0.741679641,1,,,,,,28754,0.493053805,0
28755,0.85361277,1,,,,,,28755,0.530095204,1
28756,0.437607779,0,,,,,,28756,0.448394144,0
28757,0.361157793,0,,,,,,28757,0.464941064,0
28758,0.316550081,0,,,,,,28758,0.609831531,1
28759,0.386539537,0,,,,,,28759,0.436285926,0
28760,0.324230091,0,,,,,,28760,0.492273327,0
28761,0.592126477,1,,,,,,28761,0.573421165,1
28762,0.832923127,1,,,,,,28762,0.479682129,0
28763,0.717467095,1,,,,,,28763,0.462273879,0
28764,0.541493204,1,,,,,,28764,0.518304405,1
28765,0.212876422,0,,,,,,28765,0.507967396,1
28766,0.739934057,1,,,,,,28766,0.415820075,0
28767,0.790913713,1,,,,,,28767,0.468085193,0
28768,0.544013833,1,,,,,,28768,0.566875108,1
28769,0.283946639,0,,,,,,28769,0.37043319,0
28770,0.475888474,0,,,,,,28770,0.596223347,1
28771,0.711942501,1,,,,,,28771,0.570158757,1
28772,0.210429193,0,,,,,,28772,0.562251942,1
28773,0.473308653,0,,,,,,28773,0.475490116,0
28774,0.632720313,1,,,,,,28774,0.467086905,0
28775,0.809889374,1,,,,,,28775,0.543920714,1
28776,0.157046483,0,,,,,,28776,0.596223347,1
28777,0.64000929,1,,,,,,28777,0.480178841,0
28778,0.520928599,1,,,,,,28778,0.456440638,0
28779,0.559911691,1,,,,,,28779,0.545969312,1
28780,0.959818099,1,,,,,,28780,0.523239032,1
28781,0.754705539,1,,,,,,28781,0.44817975,0
28782,0.436086167,0,,,,,,28782,0.429589175,0
28783,0.257563788,0,,,,,,28783,0.51774537,1
28784,0.713491337,1,,,,,,28784,0.497253242,0
28785,0.357970271,0,,,,,,28785,0.596223347,1
28786,0.517805075,1,,,,,,28786,0.597326626,1
28787,0.455093571,0,,,,,,28787,0.384449085,0
28788,0.337433974,0,,,,,,28788,0.667504221,1
28789,0.265604965,0,,,,,,28789,0.487900891,0
28790,0.359524872,0,,,,,,28790,0.402095086,0
28791,0.599645177,1,,,,,,28791,0.394120031,0
28792,0.387224124,0,,,,,,28792,0.470604595,0
28793,0.280024585,0,,,,,,28793,0.347507727,0
28794,0.475048331,0,,,,,,28794,0.596223347,1
28795,0.383612268,0,,,,,,28795,0.502313945,1
28796,0.552887052,1,,,,,,28796,0.267804723,0
28797,0.440920657,0,,,,,,28797,0.596223347,1
28798,0.491034674,0,,,,,,28798,0.586291757,1
28799,0.285355387,0,,,,,,28799,0.353797249,0
28800,0.187282941,0,,,,,,28800,0.596223347,1
28801,0.287540496,0,,,,,,28801,0.332537965,0
28802,0.170258585,0,,,,,,28802,0.532365715,1
28803,0.642807698,1,,,,,,28803,0.596223347,1
28804,0.223279375,0,,,,,,28804,0.596223347,1
28805,0.873398995,1,,,,,,28805,0.596223347,1
28806,0.448696236,0,,,,,,28806,0.5061873,1
28807,0.765569178,1,,,,,,28807,0.542672481,1
28808,0.427662434,0,,,,,,28808,0.493736525,0
28809,0.699078417,1,,,,,,28809,0.499254014,0
28810,0.618441857,1,,,,,,28810,0.576764243,1
28811,0.695799505,1,,,,,,28811,0.596223347,1
28812,0.390921219,0,,,,,,28812,0.497253242,0
28813,0.84519733,1,,,,,,28813,0.596223347,1
28814,0.83509337,1,,,,,,28814,0.541365497,1
28815,0.521683946,1,,,,,,28815,0.572224873,1
28816,0.412676891,0,,,,,,28816,0.508705411,1
28817,0.405566646,0,,,,,,28817,0.513337021,1
28818,0.62297061,1,,,,,,28818,0.404820124,0
28819,0.382356284,0,,,,,,28819,0.539777898,1
28820,0.216994026,0,,,,,,28820,0.596223347,1
28821,0.50773068,1,,,,,,28821,0.69912412,1
28822,0.586708451,1,,,,,,28822,0.596223347,1
28823,0.873212785,1,,,,,,28823,0.417273193,0
28824,0.436724547,0,,,,,,28824,0.545702363,1
28825,0.555690838,1,,,,,,28825,0.597913881,1
28826,0.372444377,0,,,,,,28826,0.500754552,1
28827,0.307950042,0,,,,,,28827,0.327812853,0
28828,0.420664188,0,,,,,,28828,0.497253242,0
28829,0.426662428,0,,,,,,28829,0.467086905,0
28830,0.319003369,0,,,,,,28830,0.428046097,0
28831,0.353269828,0,,,,,,28831,0.497253242,0
28832,0.389350816,0,,,,,,28832,0.467086905,0
28833,0.360298194,0,,,,,,28833,0.358213826,0
28834,0.881815504,1,,,,,,28834,0.464866236,0
28835,0.748986854,1,,,,,,28835,0.551722659,1
28836,0.526347689,1,,,,,,28836,0.713000432,1
28837,0.567341383,1,,,,,,28837,0.584829411,1
28838,0.449993435,0,,,,,,28838,0.467086905,0
28839,0.440939678,0,,,,,,28839,0.596223347,1
28840,0.588000068,1,,,,,,28840,0.584227722,1
28841,0.283294019,0,,,,,,28841,0.528565285,1
28842,0.313140126,0,,,,,,28842,0.596223347,1
28843,0.810354521,1,,,,,,28843,0.498625009,0
28844,0.556984734,1,,,,,,28844,0.569780186,1
28845,0.79671635,1,,,,,,28845,0.607353155,1
28846,0.75055374,1,,,,,,28846,0.488617137,0
28847,0.225811426,0,,,,,,28847,0.522718698,1
28848,0.355440095,0,,,,,,28848,0.478226333,0
28849,0.266916985,0,,,,,,28849,0.453282904,0
28850,0.231409787,0,,,,,,28850,0.639405287,1
28851,0.302575939,0,,,,,,28851,0.46821424,0
28852,0.353127933,0,,,,,,28852,0.420300009,0
28853,0.62196655,1,,,,,,28853,0.486093264,0
28854,0.543656132,1,,,,,,28854,0.390322363,0
28855,0.452705688,0,,,,,,28855,0.467086905,0
28856,0.485575815,0,,,,,,28856,0.570982391,1
28857,0.328321293,0,,,,,,28857,0.497343967,0
28858,0.48858829,0,,,,,,28858,0.476856856,0
28859,0.680200648,1,,,,,,28859,0.575569492,1
28860,0.520011653,1,,,,,,28860,0.552002512,1
28861,0.533433314,1,,,,,,28861,0.487900891,0
28862,0.415491667,0,,,,,,28862,0.317544406,0
28863,0.549564039,1,,,,,,28863,0.562794322,1
28864,0.780022795,1,,,,,,28864,0.596223347,1
28865,0.428515295,0,,,,,,28865,0.493736525,0
28866,0.271873535,0,,,,,,28866,0.487855169,0
28867,0.321374373,0,,,,,,28867,0.523489675,1
28868,0.517306245,1,,,,,,28868,0.436402615,0
28869,0.376035493,0,,,,,,28869,0.467086905,0
28870,0.540020562,1,,,,,,28870,0.550033202,1
28871,0.324154251,0,,,,,,28871,0.483554666,0
28872,0.804977103,1,,,,,,28872,0.497253242,0
28873,0.724145638,1,,,,,,28873,0.482501616,0
28874,0.814480979,1,,,,,,28874,0.580400304,1
28875,0.456827388,0,,,,,,28875,0.434028969,0
28876,0.588147212,1,,,,,,28876,0.625683505,1
28877,0.513470836,1,,,,,,28877,0.48269262,0
28878,0.419819448,0,,,,,,28878,0.566478638,1
28879,0.346255458,0,,,,,,28879,0.565449122,1
28880,0.387223133,0,,,,,,28880,0.596223347,1
28881,0.531757174,1,,,,,,28881,0.498276463,0
28882,0.453366339,0,,,,,,28882,0.542672481,1
28883,0.776451434,1,,,,,,28883,0.596223347,1
28884,0.883308921,1,,,,,,28884,0.493736525,0
28885,0.373927384,0,,,,,,28885,0.620345484,1
28886,0.607289764,1,,,,,,28886,0.465276577,0
28887,0.135359144,0,,,,,,28887,0.334926674,0
28888,0.687997069,1,,,,,,28888,0.596223347,1
28889,0.335587529,0,,,,,,28889,0.337771438,0
28890,0.387011466,0,,,,,,28890,0.425053839,0
28891,0.378119324,0,,,,,,28891,0.392623092,0
28892,0.442725006,0,,,,,,28892,0.370196501,0
28893,0.574590493,1,,,,,,28893,0.360151211,0
28894,0.18361955,0,,,,,,28894,0.478382241,0
28895,0.809339042,1,,,,,,28895,0.568845648,1
28896,0.223675073,0,,,,,,28896,0.596223347,1
28897,0.417116651,0,,,,,,28897,0.550365155,1
28898,0.27974296,0,,,,,,28898,0.486250639,0
28899,0.264604803,0,,,,,,28899,0.540893902,1
28900,0.582013252,1,,,,,,28900,0.582507098,1
28901,0.471792896,0,,,,,,28901,0.500162459,1
28902,0.440341133,0,,,,,,28902,0.449157352,0
28903,0.624005038,1,,,,,,28903,0.467086905,0
28904,0.926187544,1,,,,,,28904,0.596223347,1
28905,0.365719629,0,,,,,,28905,0.596223347,1
28906,0.464747292,0,,,,,,28906,0.502127964,1
28907,0.248776384,0,,,,,,28907,0.596223347,1
28908,0.396971394,0,,,,,,28908,0.497253242,0
28909,0.550023006,1,,,,,,28909,0.596223347,1
28910,0.870250532,1,,,,,,28910,0.501644327,1
28911,0.428834951,0,,,,,,28911,0.550278392,1
28912,0.765583483,1,,,,,,28912,0.545038705,1
28913,0.644232908,1,,,,,,28913,0.486393004,0
28914,0.783323217,1,,,,,,28914,0.497587121,0
28915,0.499201797,0,,,,,,28915,0.457954474,0
28916,0.454230906,0,,,,,,28916,0.44274907,0
28917,0.821763611,1,,,,,,28917,0.596223347,1
28918,0.683540791,1,,,,,,28918,0.469107645,0
28919,0.36176085,0,,,,,,28919,0.466731364,0
28920,0.846343524,1,,,,,,28920,0.596223347,1
28921,0.132002596,0,,,,,,28921,0.533948149,1
28922,0.835723245,1,,,,,,28922,0.596223347,1
28923,0.4664844,0,,,,,,28923,0.487900891,0
28924,0.552379733,1,,,,,,28924,0.487900891,0
28925,0.726785071,1,,,,,,28925,0.467086905,0
28926,0.610163624,1,,,,,,28926,0.466597202,0
28927,0.568304334,1,,,,,,28927,0.439265436,0
28928,0.617694844,1,,,,,,28928,0.478670023,0
28929,0.505969401,1,,,,,,28929,0.331774077,0
28930,0.446999077,0,,,,,,28930,0.474973716,0
28931,0.399096876,0,,,,,,28931,0.392928303,0
28932,0.477766108,0,,,,,,28932,0.506743919,1
28933,0.434277864,0,,,,,,28933,0.439202844,0
28934,0.703844453,1,,,,,,28934,0.464203181,0
28935,0.571110446,1,,,,,,28935,0.561732403,1
28936,0.706417341,1,,,,,,28936,0.531969386,1
28937,0.355886802,0,,,,,,28937,0.431789799,0
28938,0.657064742,1,,,,,,28938,0.596223347,1
28939,0.480965924,0,,,,,,28939,0.37438281,0
28940,0.218520681,0,,,,,,28940,0.550411437,1
28941,0.303570804,0,,,,,,28941,0.497253242,0
28942,0.490457658,0,,,,,,28942,0.458884004,0
28943,0.603421453,1,,,,,,28943,0.494788663,0
28944,0.602071318,1,,,,,,28944,0.611586888,1
28945,0.338457513,0,,,,,,28945,0.394014233,0
28946,0.315098461,0,,,,,,28946,0.487900891,0
28947,0.462900459,0,,,,,,28947,0.568029233,1
28948,0.109224081,0,,,,,,28948,0.478244149,0
28949,0.656520062,1,,,,,,28949,0.596223347,1
28950,0.401593558,0,,,,,,28950,0.373034024,0
28951,0.539118413,1,,,,,,28951,0.445914564,0
28952,0.380740387,0,,,,,,28952,0.618067955,1
28953,0.89629226,1,,,,,,28953,0.498140184,0
28954,0.447212093,0,,,,,,28954,0.379425122,0
28955,0.429282669,0,,,,,,28955,0.596223347,1
28956,0.752859537,1,,,,,,28956,0.516790199,1
28957,0.544203855,1,,,,,,28957,0.473894013,0
28958,0.423498102,0,,,,,,28958,0.389342512,0
28959,0.530589139,1,,,,,,28959,0.525156203,1
28960,0.479845581,0,,,,,,28960,0.506446768,1
28961,0.703175176,1,,,,,,28961,0.521133355,1
28962,0.804865821,1,,,,,,28962,0.478336734,0
28963,0.710090838,1,,,,,,28963,0.568687793,1
28964,0.469397828,0,,,,,,28964,0.497253242,0
28965,0.915789138,1,,,,,,28965,0.494097967,0
28966,0.649436173,1,,,,,,28966,0.596223347,1
28967,0.445360839,0,,,,,,28967,0.567334674,1
28968,0.548467551,1,,,,,,28968,0.489126501,0
28969,0.87804752,1,,,,,,28969,0.376821432,0
28970,0.230257904,0,,,,,,28970,0.364095934,0
28971,0.629882954,1,,,,,,28971,0.527888317,1
28972,0.342623379,0,,,,,,28972,0.460181139,0
28973,0.893637737,1,,,,,,28973,0.525684576,1
28974,0.319815764,0,,,,,,28974,0.467086905,0
28975,0.371856999,0,,,,,,28975,0.279308197,0
28976,0.635394226,1,,,,,,28976,0.571425364,1
28977,0.355925746,0,,,,,,28977,0.528111906,1
28978,0.661319242,1,,,,,,28978,0.499414109,0
28979,0.460293585,0,,,,,,28979,0.561878796,1
28980,0.266544015,0,,,,,,28980,0.531489299,1
28981,0.319768722,0,,,,,,28981,0.494846965,0
28982,0.872896193,1,,,,,,28982,0.596223347,1
28983,0.635121659,1,,,,,,28983,0.53998694,1
28984,0.772812228,1,,,,,,28984,0.55185063,1
28985,0.297892384,0,,,,,,28985,0.487900891,0
28986,0.543045526,1,,,,,,28986,0.493736525,0
28987,0.269944203,0,,,,,,28987,0.497253242,0
28988,0.408512322,0,,,,,,28988,0.596223347,1
28989,0.447925717,0,,,,,,28989,0.426168582,0
